Commentary on Four-Part Vinaya,,,Base Text (Four-part Vinaya),,
Word,Count,Freq.,Word,Count,Freq
共相,11,9.37E-05,趺坐,21,6.25E-05
二犯,11,9.37E-05,施食,21,6.25E-05
十輪,11,9.37E-05,虛空,21,6.25E-05
不動,11,9.37E-05,迦維,21,6.25E-05
二教,11,9.37E-05,兄弟,21,6.25E-05
一明,11,9.37E-05,寂靜,21,6.25E-05
過去,11,9.37E-05,桓因,21,6.25E-05
三乘,11,9.37E-05,龍女,21,6.25E-05
得道,11,9.37E-05,睡眠,21,6.25E-05
人身,11,9.37E-05,尼戒,21,6.25E-05
三緣,11,9.37E-05,十法,20,5.95E-05
邊罪,11,9.37E-05,夜叉,20,5.95E-05
一家,11,9.37E-05,惡言,20,5.95E-05
人間,11,9.37E-05,繫縛,20,5.95E-05
三惡,11,9.37E-05,見相,20,5.95E-05
調伏,11,9.37E-05,六法,20,5.95E-05
聖道,11,9.37E-05,食後,20,5.95E-05
請僧,11,9.37E-05,奇特,20,5.95E-05
四眾,11,9.37E-05,正受,20,5.95E-05
塔廟,11,9.37E-05,正使,20,5.95E-05
後夜,11,9.37E-05,言說,20,5.95E-05
七眾,11,9.37E-05,諸法,20,5.95E-05
後說,11,9.37E-05,五欲,19,5.65E-05
眷屬,11,9.37E-05,大王,19,5.65E-05
教化,11,9.37E-05,彼岸,19,5.65E-05
讀誦,11,9.37E-05,業報,19,5.65E-05
諸緣,11,9.37E-05,鉢羅,19,5.65E-05
慈悲,11,9.37E-05,惡人,19,5.65E-05
呵責,11,9.37E-05,行人,19,5.65E-05
相似,11,9.37E-05,空處,19,5.65E-05
懈怠,10,8.52E-05,過去,19,5.65E-05
已還,10,8.52E-05,有事,19,5.65E-05
身相,10,8.52E-05,後有,19,5.65E-05
滅度,10,8.52E-05,婦人,19,5.65E-05
捨心,10,8.52E-05,浴池,19,5.65E-05
諸根,10,8.52E-05,自然,19,5.65E-05
中食,10,8.52E-05,自煮,19,5.65E-05
