word,num1804,freq1804,num1428,freq1428,freq_diff,num_1421,freq_1421,delta_1421,num_1435,freq_1435,delta_1435,num_1425,freq_1425,delta_1425,num_1462,freq_1462,delta_1462
般泥洹經,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
深法,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,5.0,1.353161288540933e-05,1.2024716637289636e-05,1.0,3.858168803439388e-06,2.1698160719259578e-05,1.0,1.060399834132819e-05,1.4952331181370776e-05
世福,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
道者,15.0,0.00012778164761349486,37.0,0.00011007012313831509,1.7711524475179765e-05,32.0,0.00020066879286725922,-7.288714525376436e-05,10.0,2.706322577081866e-05,0.0001007184218426762,24.0,9.25960512825453e-05,3.5185596330949555e-05,22.0,0.00023328796350922015,-0.0001055063158957253
觀樹,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
滿荼邏,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,0.0,0.0,8.518776507566325e-06
惡觸,19.0,0.00016185675364376015,0.0,0.0,0.00016185675364376015,5.0,3.135449888550926e-05,0.0001305022547582509,0.0,0.0,0.00016185675364376015,0.0,0.0,0.00016185675364376015,1.0,1.060399834132819e-05,0.00015125275530243198
伽胝,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
六親,4.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,2.0,2.120799668265638e-05,1.2867109347608917e-05
惡見,6.0,5.111265904539795e-05,168.0,0.0004997778564118092,-0.0004486651973664112,2.0,1.2541799554203704e-05,3.8570859491194245e-05,8.0,2.1650580616654928e-05,2.946207842874302e-05,26.0,0.00010031238888942408,-4.919972984402613e-05,3.0,3.181199502398457e-05,1.9300664021413377e-05
外凡,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05
五相,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,4.0,1.0825290308327464e-05,6.212262706805185e-06,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05
六處,2.0,1.703755301513265e-05,3.0,8.924604578782306e-06,8.112948436350344e-06,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,3.0,3.181199502398457e-05,-1.4774442008851921e-05
智慧念佛,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
無著,2.0,1.703755301513265e-05,5.0,1.4874340964637177e-05,2.163212050495472e-06,8.0,5.0167198216814804e-05,-3.3129645201682155e-05,4.0,1.0825290308327464e-05,6.212262706805185e-06,1.0,3.858168803439388e-06,1.317938421169326e-05,2.0,2.120799668265638e-05,-4.170443667523732e-06
二食,11.0,9.370654158322957e-05,0.0,0.0,9.370654158322957e-05,0.0,0.0,9.370654158322957e-05,1.0,2.706322577081866e-06,9.10002190061477e-05,2.0,7.716337606878775e-06,8.599020397635079e-05,1.0,1.060399834132819e-05,8.310254324190138e-05
道要,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05
外儀,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
我倒,5.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05
有一人,4.0,3.40751060302653e-05,11.0,3.2723550122201785e-05,1.3515559080635135e-06,10.0,6.27089977710185e-05,-2.86338917407532e-05,11.0,2.976954834790053e-05,4.305557682364769e-06,7.0,2.700718162407571e-05,7.0679244061895875e-06,9.0,9.543598507195372e-05,-6.136087904168842e-05
四儀,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05
道觀,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
頂禮,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,24.0,0.00015050159465044443,-0.00013346404163531178,1.0,2.706322577081866e-06,1.4331230438050783e-05,9.0,3.472351923095449e-05,-1.768596621582184e-05,8.0,8.483198673062553e-05,-6.779443371549288e-05
小行,5.0,4.259388253783162e-05,3.0,8.924604578782306e-06,3.366927795904932e-05,1.0,6.2708997771018505e-06,3.632298276072977e-05,2.0,5.412645154163732e-06,3.7181237383667894e-05,41.0,0.00015818492094101487,-0.00011559103840318325,0.0,0.0,4.259388253783162e-05
身戒,5.0,4.259388253783162e-05,1.0,2.9748681929274358e-06,3.9619014344904186e-05,1.0,6.2708997771018505e-06,3.632298276072977e-05,8.0,2.1650580616654928e-05,2.0943301921176695e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05
戒體,20.0,0.0001703755301513265,0.0,0.0,0.0001703755301513265,0.0,0.0,0.0001703755301513265,1.0,2.706322577081866e-06,0.00016766920757424461,0.0,0.0,0.0001703755301513265,0.0,0.0,0.0001703755301513265
道行,40.0,0.000340751060302653,110.0,0.0003272355012220179,1.3515559080635108e-05,39.0,0.00024456509130697216,9.618596899568083e-05,55.0,0.00014884774173950263,0.00019190331856315036,63.0,0.00024306463461668145,9.768642568597154e-05,4.0,4.241599336531276e-05,0.0002983350669373402
真實,16.0,0.0001363004241210612,48.0,0.0001427936732605169,-6.493249139455696e-06,0.0,0.0,0.0001363004241210612,14.0,3.788851607914613e-05,9.841190804191506e-05,11.0,4.243985683783326e-05,9.386056728322793e-05,23.0,0.0002438919618505484,-0.00010759153772948719
五眾,55.0,0.00046853270791614787,3.0,8.924604578782306e-06,0.00045960810333736554,15.0,9.406349665652778e-05,0.0003744692112596201,33.0,8.930864504370159e-05,0.0003792240628724463,45.0,0.00017361759615477243,0.0002949151117613754,12.0,0.00012724798009593828,0.00034128472782020956
十指,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.0,2.706322577081866e-06,1.4331230438050783e-05,0.0,0.0,1.703755301513265e-05,1.0,1.060399834132819e-05,6.4335546738044584e-06
行道,21.0,0.00017889430665889283,12.0,3.5698418315129216e-05,0.0001431958883437636,43.0,0.00026964869041537964,-9.075438375648681e-05,58.0,0.00015696670947074824,2.1927597188144593e-05,39.0,0.00015046858333413608,2.8425723324756753e-05,3.0,3.181199502398457e-05,0.00014708231163490827
不共相,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
愛道,6.0,5.111265904539795e-05,13.0,3.867328650805666e-05,1.2439372537341288e-05,0.0,0.0,5.111265904539795e-05,7.0,1.8944258039573064e-05,3.216840100582488e-05,296.0,0.0011420179658180587,-0.0010909053067726607,0.0,0.0,5.111265904539795e-05
欲界繫,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
結解,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
漸斷,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,6.2708997771018505e-06,2.247876730464474e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06
