word,num1804,freq1804,num1428,freq1428,freq_diff,num_1421,freq_1421,delta_1421,num_1435,freq_1435,delta_1435,num_1425,freq_1425,delta_1425,num_1462,freq_1462,delta_1462,averaged_delta_mf
大悲經,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
五百問事,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
智人,5.0,4.259388253783162e-05,15.0,4.462302289391153e-05,-2.029140356079905e-06,0.0,0.0,4.259388253783162e-05,20.0,5.412645154163732e-05,-1.15325690038057e-05,3.0,1.1574506410318166e-05,3.1019376127513455e-05,1.0,1.060399834132819e-05,3.198988419650343e-05,1.840828670039258e-05
三階,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,0.0,0.0,8.518776507566325e-06,7.747142746878447e-06
相續,24.0,0.00020445063618159182,0.0,0.0,0.00020445063618159182,1.0,6.2708997771018505e-06,0.00019817973640448997,4.0,1.0825290308327464e-05,0.00019362534587326436,15.0,5.787253205159081e-05,0.000146578104130001,8.0,8.483198673062553e-05,0.00011961864945096629,0.0001724904944080627
人有,12.0,0.00010222531809079591,39.0,0.00011601985952416997,-1.3794541433374057e-05,16.0,0.00010033439643362961,1.8909216571663006e-06,65.0,0.0001759109675103213,-7.36856494195254e-05,22.0,8.487971367566652e-05,1.7345604415129387e-05,11.0,0.00011664398175461008,-1.4418663663814168e-05,-1.6532465688883587e-05
眾苦,1.0,8.518776507566325e-06,12.0,3.5698418315129216e-05,-2.717964180756289e-05,0.0,0.0,8.518776507566325e-06,2.0,5.412645154163732e-06,3.1061313534025926e-06,7.0,2.700718162407571e-05,-1.8488405116509386e-05,1.0,1.060399834132819e-05,-2.085221833761866e-06,-7.225672179373045e-06
依止阿闍梨,2.0,1.703755301513265e-05,3.0,8.924604578782306e-06,8.112948436350344e-06,4.0,2.5083599108407402e-05,-8.046046093274753e-06,1.0,2.706322577081866e-06,1.4331230438050783e-05,5.0,1.9290844017196936e-05,-2.2532910020642867e-06,0.0,0.0,1.703755301513265e-05,5.836478958838947e-06
斷見,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,0.0,0.0,8.518776507566325e-06,3.0,3.181199502398457e-05,-2.3293218516418246e-05,1.6151129873530376e-06
疑心,7.0,5.963143555296427e-05,0.0,0.0,5.963143555296427e-05,0.0,0.0,5.963143555296427e-05,9.0,2.43569031937368e-05,3.5274532359227476e-05,8.0,3.08653504275151e-05,2.8766085125449172e-05,9.0,9.543598507195372e-05,-3.5804549518989447e-05,2.949978781432315e-05
寂靜,4.0,3.40751060302653e-05,21.0,6.247223205147615e-05,-2.8397126021210847e-05,1.0,6.2708997771018505e-06,2.7804206253163447e-05,1.0,2.706322577081866e-06,3.1368783453183434e-05,12.0,4.629802564127265e-05,-1.2222919611007352e-05,7.0,7.422798838929732e-05,-4.015288235903202e-05,-4.319987656980668e-06
賢善,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.0,1.2541799554203704e-05,1.3014529968495263e-05,1.0,2.706322577081866e-06,2.2850006945617102e-05,13.0,5.015619444471203e-05,-2.4599864922013066e-05,0.0,0.0,2.5556329522698967e-05,1.2475466207499446e-05
惡取空,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
初夜,14.0,0.00011926287110592854,25.0,7.437170482318588e-05,4.489116628274266e-05,17.0,0.00010660529621073148,1.2657574895197065e-05,74.0,0.0002002678707040581,-8.100499959812956e-05,40.0,0.0001543267521375755,-3.506388103164694e-05,4.0,4.241599336531276e-05,7.684687774061577e-05,3.6653476577558006e-06
有餘,22.0,0.00018741308316645917,127.0,0.00037780826050178425,-0.00019039517733532508,18.0,0.00011287619598783332,7.453688717862584e-05,32.0,8.660232246661971e-05,0.00010081076069983946,27.0,0.00010417055769286346,8.324252547359571e-05,19.0,0.0002014759684852356,-1.4062885318776421e-05,1.0826422139591903e-05
五分律,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
報命,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
三門,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,3.0,1.1574506410318166e-05,1.3981823112380801e-05,0.0,0.0,2.5556329522698967e-05,2.3241428240635336e-05
搩手,23.0,0.00019593185967402545,31.0,9.222091398075051e-05,0.00010371094569327495,4.0,2.5083599108407402e-05,0.00017084826056561805,34.0,9.201496762078346e-05,0.000103916892053242,47.0,0.0001813339337616512,1.4597925912374261e-05,0.0,0.0,0.00019593185967402545,0.00011780117677970695
立法,13.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,10.0,2.706322577081866e-05,8.368086882754357e-05,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0001053314494441985
時漿,6.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,8.0,5.0167198216814804e-05,9.454608285831435e-07,2.0,5.412645154163732e-06,4.570001389123422e-05,28.0,0.00010802872649630284,-5.6916067450904896e-05,3.0,3.181199502398457e-05,1.9300664021413377e-05,1.2028546067144757e-05
三千界,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
四波羅夷,2.0,1.703755301513265e-05,21.0,6.247223205147615e-05,-4.54346790363435e-05,1.0,6.2708997771018505e-06,1.0766653238030798e-05,27.0,7.307070958121039e-05,-5.603315656607774e-05,21.0,8.102154487222714e-05,-6.398399185709449e-05,10.0,0.00010603998341328192,-8.900243039814928e-05,-4.873752092392684e-05
緣相,3.0,2.5556329522698967e-05,5.0,1.4874340964637177e-05,1.068198855806179e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,1.0,3.858168803439388e-06,2.1698160719259578e-05,0.0,0.0,2.5556329522698967e-05,2.1809827569083656e-05
四維口食,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
一識外道,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
求車,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,3.0,1.8812699331305554e-05,-1.7751463161729049e-06,0.0,0.0,1.703755301513265e-05,1.0,3.858168803439388e-06,1.317938421169326e-05,0.0,0.0,1.703755301513265e-05,1.250337938818366e-05
相空,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
果證,1.0,8.518776507566325e-06,24.0,7.139683663025843e-05,-6.28780601226921e-05,0.0,0.0,8.518776507566325e-06,4.0,1.0825290308327464e-05,-2.3065138007611395e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,0.0,0.0,8.518776507566325e-06,-8.697282640838732e-06
中安居,9.0,7.666898856809692e-05,17.0,5.05727592797664e-05,2.609622928833052e-05,8.0,5.0167198216814804e-05,2.6501790351282117e-05,8.0,2.1650580616654928e-05,5.501840795144199e-05,13.0,5.015619444471203e-05,2.651279412338489e-05,0.0,0.0,7.666898856809692e-05,4.2159642056507286e-05
業體,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
五觀,4.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,0.0,0.0,3.40751060302653e-05,3.40751060302653e-05
擇時,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,19.0,5.1420128964555464e-05,-4.290135245698914e-05,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,-1.7652492853447683e-06
羯磨,409.0,0.0034841795915946266,2100.0,0.006247223205147614,-0.0027630436135529872,720.0,0.0045150478395133324,-0.0010308682479187059,1953.0,0.005285447993040884,-0.0018012684014462577,1180.0,0.004552639188058478,-0.0010684595964638517,101.0,0.0010710038324741472,0.002413175759120479,-0.0008500928200522647
聞思修,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
戒本疏,13.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.00011074409459836223
諸有,5.0,4.259388253783162e-05,5.0,1.4874340964637177e-05,2.7719541573194446e-05,3.0,1.8812699331305554e-05,2.378118320652607e-05,25.0,6.765806442704666e-05,-2.5064181889215037e-05,8.0,3.08653504275151e-05,1.1728532110316523e-05,1.0,1.060399834132819e-05,3.198988419650343e-05,1.4030991839465086e-05
竺,6.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,0.0,0.0,5.111265904539795e-05,1.0,2.706322577081866e-06,4.840633646831608e-05,2.0,7.716337606878775e-06,4.339632143851917e-05,5.0,5.301999170664096e-05,-1.9073326612430147e-06,3.842412866727762e-05
攝持,5.0,4.259388253783162e-05,12.0,3.5698418315129216e-05,6.8954642227024075e-06,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,1.0,3.858168803439388e-06,3.8735713734392234e-05,0.0,0.0,4.259388253783162e-05,3.46825651141179e-05
三部,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.0,6.2708997771018505e-06,1.0766653238030798e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.578337305971228e-05
增長,10.0,8.518776507566325e-05,54.0,0.00016064288241808151,-7.545511734241827e-05,3.0,1.8812699331305554e-05,6.637506574435769e-05,71.0,0.0001921489029728125,-0.00010696113789714925,29.0,0.00011188689529974224,-2.6699130224078994e-05,21.0,0.000222683965167892,-0.00013749620009222876,-5.604730396230352e-05
欽婆羅,1.0,8.518776507566325e-06,9.0,2.677381373634692e-05,-1.8255037228780596e-05,22.0,0.00013795979509624074,-0.00012944101858867443,59.0,0.00015967303204783012,-0.00015115425554026378,37.0,0.00014275224572725734,-0.00013423346921969103,8.0,8.483198673062553e-05,-7.63132102230592e-05,-0.00010187939816009382
入聖,1.0,8.518776507566325e-06,2.0,5.9497363858548715e-06,2.569040121711453e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,5.208029562129712e-06
右膝著地,6.0,5.111265904539795e-05,148.0,0.00044028049255326036,-0.0003891678335078624,7.0,4.389629843971296e-05,7.216360605684988e-06,7.0,1.8944258039573064e-05,3.216840100582488e-05,7.0,2.700718162407571e-05,2.4105477421322237e-05,0.0,0.0,5.111265904539795e-05,-5.491298708592647e-05
酪,12.0,0.00010222531809079591,51.0,0.0001517182778392992,-4.949295974850328e-05,12.0,7.525079732522222e-05,2.6974520765573693e-05,23.0,6.224541927288292e-05,3.997989881791299e-05,55.0,0.0002121992841891663,-0.0001099739660983704,14.0,0.00014845597677859467,-4.623065868779876e-05,-2.774863299023715e-05
迦葉,12.0,0.00010222531809079591,243.0,0.0007228929708813668,-0.0006206676527905708,152.0,0.0009531767661194817,-0.0008509514480286857,126.0,0.00034099664471231515,-0.00023877132662151925,95.0,0.0003665260363267418,-0.0002643007182359459,59.0,0.0006256359021383633,-0.0005234105840475673,-0.0004996203459448578
三道,5.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,0.0,0.0,4.259388253783162e-05,3.0,8.1189677312456e-06,3.447491480658602e-05,0.0,0.0,4.259388253783162e-05,20.0,0.00021207996682656385,-0.00016948608428873224,-1.4459043737302712e-06
三過,4.0,3.40751060302653e-05,2.0,5.9497363858548715e-06,2.8125369644410427e-05,1.0,6.2708997771018505e-06,2.7804206253163447e-05,3.0,8.1189677312456e-06,2.5956138299019697e-05,5.0,1.9290844017196936e-05,1.4784262013068363e-05,9.0,9.543598507195372e-05,-6.136087904168842e-05,7.061819433594701e-06
念佛,9.0,7.666898856809692e-05,1.0,2.9748681929274358e-06,7.369412037516948e-05,2.0,1.2541799554203704e-05,6.412718901389322e-05,5.0,1.353161288540933e-05,6.31373756826876e-05,0.0,0.0,7.666898856809692e-05,3.0,3.181199502398457e-05,4.485699354411235e-05,6.44969334367919e-05
三通,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,1.0,6.2708997771018505e-06,1.9285429745597116e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.4302149567278598e-05
緣理,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
我我所,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
本心,9.0,7.666898856809692e-05,1.0,2.9748681929274358e-06,7.369412037516948e-05,1.0,6.2708997771018505e-06,7.039808879099508e-05,21.0,5.68327741187192e-05,1.983621444937772e-05,2.0,7.716337606878775e-06,6.895265096121814e-05,6.0,6.362399004796914e-05,1.304499852012778e-05,4.918521461937763e-05
顯示,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.0,5.412645154163732e-06,2.0143684368535234e-05,1.0,3.858168803439388e-06,2.1698160719259578e-05,0.0,0.0,2.5556329522698967e-05,2.3702166731178344e-05
瞿曇,1.0,8.518776507566325e-06,113.0,0.0003361601058008002,-0.0003276413292932339,44.0,0.0002759195901924815,-0.0002674008136849152,115.0,0.0003112270963644146,-0.0003027083198568483,102.0,0.0003935332179508175,-0.0003850144414432512,22.0,0.00023328796350922015,-0.00022476918700165384,-0.0003015068182559805
住僧,8.0,6.81502120605306e-05,1.0,2.9748681929274358e-06,6.517534386760316e-05,2.0,1.2541799554203704e-05,5.5608412506326894e-05,0.0,0.0,6.81502120605306e-05,1.0,3.858168803439388e-06,6.429204325709121e-05,2.0,2.120799668265638e-05,4.694221537787421e-05,6.003364541388521e-05
齋,26.0,0.00022148818919672447,43.0,0.00012791933229587972,9.356885690084475e-05,2.0,1.2541799554203704e-05,0.00020894638964252075,13.0,3.5182193502064255e-05,0.0001863059956946602,28.0,0.00010802872649630284,0.00011345946270042162,2.0,2.120799668265638e-05,0.00020028019251406808,0.00016051217949050308
淨道,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,5.0,5.301999170664096e-05,-4.450121519907464e-05,-2.085221833761868e-06
軌儀,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
念,252.0,0.0021467316799067136,1206.0,0.0035876910406704866,-0.001440959360763773,612.0,0.003837790663586333,-0.0016910589836796192,1226.0,0.003317951479502368,-0.0011712197995956543,576.0,0.0022223052307810873,-7.557355087437368e-05,345.0,0.0036583794277582258,-0.0015116477478515121,-0.0011780918885529864
聽聞,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
存生,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
大莊嚴論,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
阿毘曇,4.0,3.40751060302653e-05,22.0,6.544710024440357e-05,-3.137199421413827e-05,2.0,1.2541799554203704e-05,2.1533306476061596e-05,58.0,0.00015696670947074824,-0.00012289160344048294,23.0,8.87378824791059e-05,-5.4662776448840606e-05,27.0,0.0002863079552158612,-0.0002522328491855959,-8.792518336259922e-05
存略,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.5556329522698967e-05
大哉解脫服,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
三轉,1.0,8.518776507566325e-06,3.0,8.924604578782306e-06,-4.05828071215981e-07,1.0,6.2708997771018505e-06,2.247876730464474e-06,5.0,1.353161288540933e-05,-5.012836377843006e-06,0.0,0.0,8.518776507566325e-06,3.0,3.181199502398457e-05,-2.3293218516418246e-05,-3.589045945489287e-06
有色,1.0,8.518776507566325e-06,3.0,8.924604578782306e-06,-4.05828071215981e-07,2.0,1.2541799554203704e-05,-4.02302304663738e-06,1.0,2.706322577081866e-06,5.812453930484458e-06,4.0,1.543267521375755e-05,-6.9138987061912255e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,-1.5231035454643989e-06
三羯磨,10.0,8.518776507566325e-05,54.0,0.00016064288241808151,-7.545511734241827e-05,13.0,8.152169710232407e-05,3.6660679733391716e-06,16.0,4.3301161233309857e-05,4.188660384235339e-05,38.0,0.00014661041453069672,-6.142264945503348e-05,6.0,6.362399004796914e-05,2.1563775027694105e-05,-1.3952263990813015e-05
五大色,13.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,0.0,0.0,0.00011074409459836223,1.0,1.060399834132819e-05,0.00010014009625703404,0.00010862329493009659
賢人,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,3.0,1.8812699331305554e-05,-1.029392282373923e-05,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,4.756236641305214e-06
執事,2.0,1.703755301513265e-05,18.0,5.354762747269384e-05,-3.651007445756119e-05,16.0,0.00010033439643362961,-8.329684341849696e-05,16.0,4.3301161233309857e-05,-2.6263608218177207e-05,10.0,3.858168803439387e-05,-2.1544135019261223e-05,19.0,0.0002014759684852356,-0.00018443841547010294,-7.041061531671991e-05
精舍,8.0,6.81502120605306e-05,45.0,0.0001338690686817346,-6.5718856621204e-05,27.0,0.00016931429398175,-0.0001011640819212194,71.0,0.0001921489029728125,-0.0001239986909122819,349.0,0.0013465009124003465,-0.0012783507003398158,24.0,0.00025449596019187657,-0.00018634574813134597,-0.0003511156155851734
求那,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,2.0,5.412645154163732e-06,1.1624907860968916e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.5955023984299903e-05
機要,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
龍牙,1.0,8.518776507566325e-06,26.0,7.734657301611332e-05,-6.8827796508547e-05,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,3.858168803439388e-06,4.660607704126936e-06,0.0,0.0,8.518776507566325e-06,-7.722171856344217e-06
毘曇,8.0,6.81502120605306e-05,22.0,6.544710024440357e-05,2.703111816127027e-06,2.0,1.2541799554203704e-05,5.5608412506326894e-05,58.0,0.00015696670947074824,-8.881649741021764e-05,23.0,8.87378824791059e-05,-2.0587670418575308e-05,28.0,0.0002969119535571893,-0.00022876174149665868,-5.597087700059954e-05
染習,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
時眾,2.0,1.703755301513265e-05,55.0,0.00016361775061100894,-0.0001465801975958763,16.0,0.00010033439643362961,-8.329684341849696e-05,19.0,5.1420128964555464e-05,-3.4382575949422815e-05,26.0,0.00010031238888942408,-8.327483587429143e-05,11.0,0.00011664398175461008,-9.960642873947743e-05,-8.942817631551298e-05
泥曰,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
無量壽佛,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
三請,9.0,7.666898856809692e-05,0.0,0.0,7.666898856809692e-05,6.0,3.762539866261111e-05,3.904358990548581e-05,6.0,1.62379354624912e-05,6.043105310560572e-05,3.0,1.1574506410318166e-05,6.509448215777876e-05,3.0,3.181199502398457e-05,4.485699354411235e-05,5.7219021456215916e-05
龍畜,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
三語,4.0,3.40751060302653e-05,25.0,7.437170482318588e-05,-4.0296598792920584e-05,4.0,2.5083599108407402e-05,8.991506921857896e-06,20.0,5.412645154163732e-05,-2.0051345511372024e-05,9.0,3.472351923095449e-05,-6.484132006891909e-07,5.0,5.301999170664096e-05,-1.8944885676375664e-05,-1.4189947251899916e-05
智力,2.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.703755301513265e-05
相承,2.0,1.703755301513265e-05,1.0,2.9748681929274358e-06,1.4062684822205213e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,13.0,5.015619444471203e-05,-3.3118641429579383e-05,8.0,8.483198673062553e-05,-6.779443371549288e-05,-1.055505685852035e-05
相應法,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
像末,3.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,0.0,0.0,2.5556329522698967e-05,2.5556329522698967e-05
淨語,10.0,8.518776507566325e-05,0.0,0.0,8.518776507566325e-05,0.0,0.0,8.518776507566325e-05,4.0,1.0825290308327464e-05,7.436247476733579e-05,37.0,0.00014275224572725734,-5.7564480651594094e-05,4.0,4.241599336531276e-05,4.277177171035048e-05,4.598905919548373e-05
三識,2.0,1.703755301513265e-05,2.0,5.9497363858548715e-06,1.1087816629277778e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,0.0,0.0,1.703755301513265e-05,1.0,1.060399834132819e-05,6.4335546738044584e-06,1.3726806069696036e-05
付法藏,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,8.518776507566325e-06
得度,8.0,6.81502120605306e-05,16.0,4.759789108683897e-05,2.0552320973691625e-05,4.0,2.5083599108407402e-05,4.306661295212319e-05,7.0,1.8944258039573064e-05,4.920595402095753e-05,5.0,1.9290844017196936e-05,4.885936804333366e-05,29.0,0.0003075159518985176,-0.000239365739837987,-1.55362967695762e-05
曇無,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,5.0,1.9290844017196936e-05,-1.0772067509630611e-05,15.0,0.00015905997511992287,-0.00015054119861235656,-2.7151387319857642e-05
人空,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,1.0,1.060399834132819e-05,-2.085221833761866e-06,6.3979768393006865e-06
慈心,17.0,0.00014481920062862748,39.0,0.00011601985952416997,2.8799341104457512e-05,14.0,8.779259687942592e-05,5.702660374920156e-05,17.0,4.600748381039173e-05,9.881171681823575e-05,60.0,0.00023149012820636324,-8.667092757773577e-05,11.0,0.00011664398175461008,2.81752188740174e-05,2.5228390593635292e-05
老僧,1.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,0.0,0.0,8.518776507566325e-06,6.0,1.62379354624912e-05,-7.719158954924874e-06,0.0,0.0,8.518776507566325e-06,2.0,2.120799668265638e-05,-1.2689220175090057e-05,1.0295900785368085e-06
